Topic,Count,Name,Representation,Representative_Docs
223,26,223_partition_congruence_overpartition_modulo,"['partition', 'congruence', 'overpartition', 'modulo', 'ramanujan', 'regular', 'integer', 'sequences', 'mountain', 'rocky']","['regular partition odd part distinct ramanujan journal', 'congruence overpartition regular line part journal analysis 2022', 'general family congruence modulo large power cubic partition pair new zealand journal mathematics']"
224,26,224_optical_opticaln_pol_optic,"['optical', 'opticaln', 'pol', 'optic', 'fiber', 'impairment', 'intrusive', 'failure', 'reach', 'communication']","['optical wireless communication network', 'remote characterization dissemination disper sion compensated ultrashort pulses dynamic fiber optic link', 'data transmission pol pol 1550 nm carrier short reach optical fiber communications']"
225,25,225_inkjet_printed_inkjetprinted_transistor,"['inkjet', 'printed', 'inkjetprinted', 'transistor', 'transistors', 'print', 'subthreshold', 'indium', 'electronic', 'oxide']","['inkjet printed high performance mos transistors unipolar logic electronics', 'inkjet print mesoporous indium oxide base near vertical transport thin film transistor pseudo cmos inverter', 'inkjet print co continuous mesoporous oxide high current power transistor']"
226,25,226_impaired_visually_assistive_people,"['impaired', 'visually', 'assistive', 'people', 'blind', 'individuals', 'disability', 'assistance', 'wearable', 'visual']","['iot based smart speech visual feedback navigation guidance system visually impaired', 'assistive application visually impaired machine learning image processing', 'ai enhance wearable device visually impaired']"
227,25,227_printing_3d_print_packaging,"['printing', '3d', 'print', 'packaging', 'bioceramic', 'printed', '4d', 'gravure', 'customise', 'engraving']","['sustainable green manufacturing gravure printing cylinder flexible packaging printing application', '3d modelling printing smart transportation system', '3d printing']"
228,25,228_solar_wind_forecast_photoenergy,"['solar', 'wind', 'forecast', 'photoenergy', 'ls', 'metrics', 'regression', 'forecasting', 'prediction', 'svm']","['novel modular ls svm base regression model prediction solar power', 'critical review data models performance metrics wind solar power forecast', 'critical review data models performance metrics wind solar power forecast']"
229,25,229_ambulance_gps_emergency_woman,"['ambulance', 'gps', 'emergency', 'woman', 'safety', 'gsm', 'anesthesia', 'gadget', 'women', 'alert']","['enhance emergency response traffic management smart ambulance detection system image processing', 'empower women safety comprehensive gps gsm enable automated anesthesia pepper spray defense system', 'empower woman safety comprehensive gps gsm enable automated anesthesia pepper spray defense system']"
230,25,230_visible_indoor_light_communication,"['visible', 'indoor', 'light', 'communication', 'gigabit', 'transmitter', 'lens', 'laser', 'steering', 'link']","['otfs modulation dual lead indoor visible light communication systems', 'correction path loss optimized indoor laser base visible light communication system variable link length gigabit class communication', 'path loss optimized indoor laser base visible light communication system variable link length gigabit class communication']"
231,25,231_mathematics_scientist_krishnamurthy_mathematical,"['mathematics', 'scientist', 'krishnamurthy', 'mathematical', 'connection', 'cracoviensis', 'dambal', 'das', 'eugene', 'gaitasrasagraha']","['santhosh nagashetti sharanagouda biradar srinidhi dambal c. g. raghavendra parameshachari', 'biography scientist strength substance sincerity service late n. srinivasan 1962 2021', 'preliminary mathematical study rendering mantrapushpam vijayakumar kallur krishnamurthy arun kumar aip conference proceedings 2649']"
232,24,232_sram_addressable_ternary_gnrfet,"['sram', 'addressable', 'ternary', 'gnrfet', 'memory', 'mtj', 'content', 'cell', 'latch', 'logic']","['design ternary sram cell base level shift ternary inverter', 'design implementation high speed sram cell', 'memory design verification sram base energy efficient ternary content addressable memory']"
233,24,233_muscle_gait_rehabilitation_limb,"['muscle', 'gait', 'rehabilitation', 'limb', 'anthropometric', 'fisheries', 'exoskeleton', 'semg', 'musculoskeletal', 'mechatronic']","['time synchronize wearable sensor fusion real time multi muscle fatigue gait asymmetry analysis', 'real time hand rehabilitation fpga accelerated neural network muscle activity classification', 'review gait rehabilitation training human adaptive mechatronic system biomedical engineering']"
234,24,234_shape_memory_wire_arc,"['shape', 'memory', 'wire', 'arc', 'manufacturing', 'additive', 'indentation', 'alloy', 'mn', 'notch']","['processing applications shape memory alloy', 'comprehensive study microstructure phase transformation mechanical property nitinol alloy shape memory superelastic wire novel approach manufacture belleville spring wire arc additive manufacturing', 'shape memory alloy']"
235,24,235_mosfet_sic_gate_igbt,"['mosfet', 'sic', 'gate', 'igbt', 'diode', 'turn', 'driver', 'to247', 'half', 'schottky']","['active gate driver base gate voltage sensing sic mosfet module', 'development sic mosfet base half bridge gate driver', 'active gate driver sic mosfet base voltage sensing']"
236,24,236_adversarial_training_robustness_perturbation,"['adversarial', 'training', 'robustness', 'perturbation', 'step', 'corruption', 'abstaining', 'limited', 'certified', 'regularizer']","['deep adversarial approach generation synthetic titanium alloy microstructure limited training datum', 'scale adversarial training large perturbation bound', 'efficient effective adversarial training']"
237,24,237_dynamical_sparse_input_delay,"['dynamical', 'sparse', 'input', 'delay', 'sampled', 'controllability', 'vary', 'sparsity', 'stabilizability', 'associative']","['stabilizability linear dynamical systems sparse control input', 'state sparse input estimation linear dynamical systems low dimensional measurement', 'control linear dynamical systems sparse input']"
238,24,238_emg_airwrite_electromyography_uterine,"['emg', 'airwrite', 'electromyography', 'uterine', 'guitar', 'signals', 'surface', 'surgical', 'signal', 'muscle']","['tripceair multi loss minimization approach surface emg base airwrite recognition', 'surface emg signal classification hand gesture recognition', 'real time surgical tool classification characterization surface emg signal']"
239,24,239_gesture_hand_recognition_gestures,"['gesture', 'hand', 'recognition', 'gestures', 'accelerometer', 'surgical', 'magnetometer', 'magneura', 'cgap2', 'isl']","['real time hand gesture recognition system image processing', 'hand gesture recognition volume control', 'hand gesture recognition machine learning algorithm']"
240,24,240_deepfake_video_event_cnn,"['deepfake', 'video', 'event', 'cnn', 'detection', 'lstm', 'keras', 'phrase', 'xresnet', 'aud']","['detect deepfake deep learning', 'deepfake video detection deep learning approach', 'deepfake image video detection deep learning algorithms']"
241,24,241_blockchain_iot_security_2277,"['blockchain', 'iot', 'security', '2277', '3878', 'hyperledger', 'secure', 'healthcare', 'securing', 'hyperiot']","['hyperledger fabric blockchain datum security iot devices international journal recent technology engineering ijrte)issn 2277 3878 volume-9 issue1 2020', 'hyperledger fabric blockchain datum security iot device international journal recent technology engineering ijrte issn 2277 3878 volume-9,issue 2020', 'review blockchain base iot application security issue']"
242,24,242_trigger_event_stabilization_nonlinear,"['trigger', 'event', 'stabilization', 'nonlinear', 'unknown', 'drops', 'times', 'koopman', 'control', 'packet']","['event trigger stabilization nonlinear systems center manifolds', 'event trigger parameterized control nonlinear systems', 'event trigger parameterized control stabilization linear systems']"
243,23,243_battery_urs_channegowda_janamejaya,"['battery', 'urs', 'channegowda', 'janamejaya', 'conecct', 'synthetic', 'raj', 'overcome', 'maiya', 'vinayak']","['synthetic battery attribute generation surmount data scarcity auto correlation mechanism channegowda janamejaya vinayak raj urs chaitanya lingaraj international journal energy research', 'robust battery data augmentation techniques reliable state charge estimation contrastive learning publish 2023 ieee international conference electronics computing communication technologies conecct author author vageesh maiya vinayak raj urs janamejaya channegow', 'channegowda maiya joshi raj urs lingaraj c. attention base synthetic battery datum augmentation technique overcome limited dataset challenge energy storage 2022;e10315 doi:10.1002 est2.354 paper index web science issn:2578 4862 authors janamejaya channegowda vage']"
244,23,244_propagation_wave_elastic_layered,"['propagation', 'wave', 'elastic', 'layered', 'viscoelastic', 'rr1000', 'viscoelastically', 'sh', 'poroelastic', 'nonlocal']","['viscoelastically couple multi layered spectral element analyze ultrasonic guide wave propagation layered structural waveguide tmm', 'elastic wave propagation structures material', 'texture identification elastic wave propagation technique']"
245,23,245_hydride_thermochemical_storage_hydrogen,"['hydride', 'thermochemical', 'storage', 'hydrogen', 'lani5', 'thermal', 'metal', 'carbonate', 'hydrate', 'stratified']","['thermochemical energy storage couple metal hydride bed mg lani5 composite lani5 base hydride concentrated solar power plant', 'application metal hydride base thermal system review', 'performance prediction couple metal hydride base thermal energy storage system']"
246,23,246_organic_perylene_photovoltaic_cells,"['organic', 'perylene', 'photovoltaic', 'cells', 'blend', 'ternary', 'diimide', 'nonfullerene', 'solar', 'bodipy']","['resonant energy transfer mediate efficient charge generation ternary blend organic solar cell', 'role morphology förster resonance energy transfer ternary blend organic solar cells', 'energy transfer ternary blend organic solar cell recent insight future direction']"
247,23,247_quadruped_locomotion_bipedal_terrains,"['quadruped', 'locomotion', 'bipedal', 'terrains', 'quadrupedal', 'policies', 'robot', 'robots', 'hopping', 'linear']","['birodiff diffusion policies bipedal robot locomotion unseen terrains', 'learn linear policies robust bipedal locomotion terrains varying slopes', 'force control robust quadruped locomotion linear policy approach']"
248,23,248_mpc_perfectly_asynchronous_secure,"['mpc', 'perfectly', 'asynchronous', 'secure', 'resiliency', 'adversaries', 'general', 'bgw', 'fallback', 'abstract']","['perfectly secure mpc small number party', 'perfectly secure mpc pre processing model', 'perfectly secure asynchronous mpc general adversaries extended abstract']"
249,23,249_summarization_text_abstractive_extractive,"['summarization', 'text', 'abstractive', 'extractive', 'essay', 'transformers', 'sumbart', 'c767', '4184', 'contemplation']","['survey dataset technique evaluation metric abstractive text summarization', 'efficient text summarization natural language processing', 'abstractive text summarization domain knowledge biomedical data']"
250,23,250_spray_coating_plasma_wt,"['spray', 'coating', 'plasma', 'wt', 'pvd', 'nicrbsi', 'tialn', 'wear', 'y2o3', 'mo']","['effect microstructure fracture behavior freestande plasma spray wt.% y2o3 stabilize zro2', 'parametric effect tribological performance plasma spray composite coating bearing steel', 'investigation corrosion characteristics plasma spray composite coating bearing steel electrochemical salt spray test']"
251,23,251_aerodynamics_wing_aerodynamic_airfoil,"['aerodynamics', 'wing', 'aerodynamic', 'airfoil', 'aircraft', 'crew', 's823', 'sedan', 'tubercle', 'car']","['design aerodynamics', 'study active aeroelastic wing concept delta wing aircraft', 'overview box wing aircraft aerodynamics performance']"
252,23,252_shock_tube_inside_blast,"['shock', 'tube', 'inside', 'blast', 'attenuation', 'wave', 'fbg', 'waves', 'emanating', 'oxyhydrogen']","['numerical analysis fbg response blast wave inside shock tube', 'blast wave induce strain measurement polymer fbg sensor inside shock tube', 'analysis blast wave impact fbg sensor inside shock tube']"
253,23,253_play_plug_regularization_denoiser,"['play', 'plug', 'regularization', 'denoiser', 'denoising', '1669', 'contractivity', 'restoration', '1677', 'deblurre']","['fix point objective convergence plug play algorithm', 'linear convergence plug play algorithms kernel denoiser', 'plug play regularization linear solvers']"
254,23,254_switch_restricted_linear_stabilize,"['switch', 'restricted', 'linear', 'stabilize', 'stabilizing', 'commutator', 'discrete', 'stabilizability', 'stability', 'dwell']","['robustly stabilize switch signal switch system restricted switch', 'input output state stability discrete time switch nonlinear system restricted switch', 'stabilize switch system class restricted switch signal']"
255,23,255_pore_graphene_nanoporous_water,"['pore', 'graphene', 'nanoporous', 'water', 'confine', 'nanopore', 'hydrophilicity', 'slit', 'salt', 'permeation']","['role pore geometry gas separation nanoporous graphene study contrast equilibrium non equilibrium case', 'dielectric profile electromelting monolayer water confine graphene slit pore', 'topological frustration trigger ultrafast dynamics monolayer water confine graphene slit pore']"
256,23,256_creep_bending_cantilever_bend,"['creep', 'bending', 'cantilever', 'bend', 'uniaxial', 'equivalency', 'throughput', 'parameters', 'sample', 'determination']","['extraction transient creep parameters bending', 'creep metallic materials bending', 'high throughput determination creep parameters cantilever bending steady state']"
257,22,257_thinking_usability_games_users,"['thinking', 'usability', 'games', 'users', 'user', 'dilemmas', 'mindset', 'dreams', 'cream', 'interrelationships']","['design thinking instructions cognitive processes', 'interaction design thinking systems thinking computational thinking', 'holistic understanding design thinking establish interrelationships process methods mindset']"
258,22,258_employee_satisfaction_job_entrepreneurship,"['employee', 'satisfaction', 'job', 'entrepreneurship', 'intelligence', 'work', 'adoption', 'artificial', 'sector', 'impact']","['impact talent management employee job performance information technology sector empirical study chennai city', 'impact flexible work arrangement employee satisfaction financial sector', 'impact compensation management practice employee job performance sector empirical study pune city']"
259,22,259_battery_lithium_prismatic_ion,"['battery', 'lithium', 'prismatic', 'ion', 'thermal', 'pack', 'mini', 'management', 'wavy', 'batteries']","['thermal design analysis prismatic lithium ion battery cool mini channel', 'thermal management optimization prismatic lithium ion battery phase change material', 'thermal management lithium ion prismatic battery aluminum mini channel']"
260,22,260_filter_fss_reflective_bandpass,"['filter', 'fss', 'reflective', 'bandpass', 'microstrip', 'mixer', 'band', 'pass', 'wideband', 'transmissive']","['reflective fss air frequency mixer', 'multi functional metasurface transmissive reflective fss air frequency mixer', 'multi functional metasurface transmissive reflective fss air frequency mixer']"
261,22,261_languages_indian_multilingual_asr,"['languages', 'indian', 'multilingual', 'asr', 'phone', 'speech', 'sanskrit', 'english', 'pronunciation', 'dialect']","['development analysis multilingual phone recognition system indian language', 'explore unified asr multiple south indian languages leverage multilingual acoustic language model', 'approach multilingual phone recognition code switch non code switch scenarios indian languages']"
262,22,262_qudit_entanglement_stabilizer_codes,"['qudit', 'entanglement', 'stabilizer', 'codes', 'encoding', 'quantum', 'recovery', 'fault', 'multinode', 'tensor']","['near threshold qudit stabilizer code efficient encoding circuit magic state distillation', 'entanglement assist fault tolerant encoding decode qudit stabilizer code', 'magic state distillation qudit stabilizer codes']"
263,21,263_perturbation_gradient_wyner_estimators,"['perturbation', 'gradient', 'wyner', 'estimators', 'convex', 'estimator', 'ziv', 'successive', 'mean', 'bernoulli']","['wyner ziv estimators distributed mean estimation information optimization', 'generalized simultaneous perturbation stochastic approximation reduced estimator bias', 'generalized simultaneous perturbation base gradient search reduced estimator bias']"
264,21,264_fock_quasiperiodic_localization_body,"['fock', 'quasiperiodic', 'localization', 'body', 'propagator', 'nonergodic', 'space', 'multifractality', 'localisation', 'consistent']","['body critical phase quasiperiodic chain dynamical widom line fock space property', 'scale fock space propagator multifractality body localization transition', 'scale fock space propagator quasiperiodic body localizing system']"
265,21,265_coding_index_problems_unicast,"['coding', 'index', 'problems', 'unicast', 'sender', 'codes', 'minrank', 'broadcast', 'groupcast', 'neighboring']","['optimal error correcting index codes extended index coding problems', 'optimal linear broadcast rates sender unicast index coding problems', 'optimal broadcast rate class sender unicast index coding problems']"
266,21,266_polyaniline_malaria_voc_humidity,"['polyaniline', 'malaria', 'voc', 'humidity', 'wo3', 'protonic', 'biomarker', 'sense', 'vapours', 'monoterpene']","['fabrication characterization malaria biomarker voc sense property wo3 dope polyaniline p. jisha m. s. suma m. v. murugendrappa sutar rani ananda springer journal materials science material electronics issue april 2021 impact factor 2.478 2020', 'synthesis characterization wo3 dope polyaniline sense biomarker voc malaria applied nanoscience', 'fabrication characterization malaria biomarker voc sensing properties wo3 dope polyaniline journal materials science material electronics']"
267,21,267_inerter_damper_seismic_dampers,"['inerter', 'damper', 'seismic', 'dampers', 'stiffness', 'isolation', 'damp', 'isolate', 'vibration', 'excitation']","['innovative negative stiffness inerter hybrid control device seismic resilient structure', 'advanced damp strategies high rise structure multi modal vibration mitigation tuned mass inerter dampers negative stiffness outriggers', 'optimum design performance base isolate structure tune mass negative stiffness inerter damper']"
268,21,268_vehicle_object_traffic_counting,"['vehicle', 'object', 'traffic', 'counting', 'inspection', 'deep', 'assistance', 'no18', 'relieff', 'arm7']","['deep learning base vehicle track traffic image processing technique', 'vehicle detection counting classification yolov8 deep learning model opencv urban traffic management system', 'image processing base vehicle tracking system arm7 volume -3 issue 12 publisher ijser issn 2229 5518']"
269,21,269_d2d_duplex_interference_ue,"['d2d', 'duplex', 'interference', 'ue', 'allocation', 'subchannel', 'ijcesen', 'grouping', 'csi', 'ofdma']","['international journal computational experimental science engineering enhancement spectral efficiency interference reduction d2d communication ijcesen', 'interplay interference aware resource allocation algorithm design csi feedback underlay d2d networks', 'enhancement spectral efficiency interference reduction d2d communication international journal computational experimental science engineering ijcesen']"
270,21,270_phishing_phishe_url_website,"['phishing', 'phishe', 'url', 'website', 'email', 'iiit', 'screenshot', 'spear', 'allahabad', 'frauds']","['improve performance semantic base phishing detection system ensemble learning method', 'automated phishing detection url analysis machine learning', 'phishing detection literature survey']"
271,21,271_report_comment_egusphere2024_reply,"['report', 'comment', 'egusphere2024', 'reply', 'scivis', '190601312v1', '201000607v2', '200712708v2', '201207263v2', '200305488v2']","['report scipost_202302_00030v1', 'report scipost_202204_00041v2', 'report 1903.04851v1']"
272,20,272_bubble_bubbles_multielectron_helium,"['bubble', 'bubbles', 'multielectron', 'helium', 'coalescence', 'multiphase', 'vortex', 'condensation', 'buoyancy', 'cool']","['electric field induce oscillation multielectron bubble liquid helium-4', 'multielectron bubbles liquid helium', 'ultrasound induce generation multielectron bubble liquid helium']"
273,20,273_steering_metasurface_holographic_lens,"['steering', 'metasurface', 'holographic', 'lens', 'beam', 'tilted', 'antenna', 'metamaterial', 'gain', 'antennas']","['monopole fed modulated metasurface base antenna beam steering applications', 'reconfigurable intelligent metasurface antenna beam steering applications', 'dimensional reconfigurable holographic metasurface antenna mm wave beam steering']"
274,20,274_party_computation_round_multiparty,"['party', 'computation', 'round', 'multiparty', 'secure', 'adversaries', 'perfectly', 'adversary', 'agnostic', 'complexity']","['round efficient computationally secure multi party computation revisit', 'aby2.0 improved mixed protocol secure party computation', 'exact round complexity secure party computation']"
275,20,275_hydroxyapatite_bone_biotene_fibronectin,"['hydroxyapatite', 'bone', 'biotene', 'fibronectin', 'catla', 'biotite', 'bioactive', 'atomistic', 'fish', 'coating']","['silico study probe atomistic insight structural stability tensile property fe dope hydroxyapatite single crystal', 'silico study probe atomistic insight structural stability tensile property fe dope hydroxyapatite single crystal', 'review hydroxyapatite coating biomedical application experimental theoretical perspective']"
276,20,276_interpretable_fatigue_vickers_hardness,"['interpretable', 'fatigue', 'vickers', 'hardness', 'life', 'creep', 'ferritic', 'martensitic', 'predict', 'machine']","['highly interpretable machine learn framework prediction mechanical property nickel base superalloy', 'interpretable machine learning approach predict creep fatigue life ti alloy', 'interpretable machine learning approach predict creep fatigue life ti alloy']"
277,20,277_supercapacitor_graphene_dope_electrode,"['supercapacitor', 'graphene', 'dope', 'electrode', 'pss', 'pedot', 'nitrogen', 'symmetric', 'sno2', 'flexible']","['graphene oxide decorate sno2 quantum dot polypyrrole ternary composite symmetric supercapacitor application', 'retraction high performance flexible supercapacitor base secondary dope pedot pss graphene nanocomposite film large area solid state device', 'high performance flexible supercapacitor base secondary dope pedot pss graphene nanocomposite film large area solid state device']"
278,20,278_diabetes_diabetic_foot_facilitators,"['diabetes', 'diabetic', 'foot', 'facilitators', 'manisha', 'shivaram', 'joshi', 'sudha', 'umadevi', 'sectional']","['diabetes prediction machine learn tool', 'diabetes prediction artificial neural network', 'performance evaluation machine learning model diabetes prediction']"
279,20,279_pm_megacity_particulate_tropical,"['pm', 'megacity', 'particulate', 'tropical', 'bengaluru', 'aerosol', 'variability', 'india', 'aerosols', 'temporal']","['temporal variability pm 2.5 possible source tropical megacity bengaluru india environmental monitoring assessment 194(8 p.532', 'spatial temporal variability pm 2.5 pm 10 bc aerosols tropical megacity bengaluru', 'spatial temporal variability pm 2.5 pm 10 bc aerosols tropical megacity bengaluru india journal scientific research 15(2 2023']"
280,19,280_strain_stretchable_wearable_ecoflex,"['strain', 'stretchable', 'wearable', 'ecoflex', 'batteryless', 'flexible', 'implantable', 'sensor', 'inkjet', '137mmhg']","['wireless batteryless secure implantable system chip 1.37mmhg strain sense bandwidth reconfigurability cross tissue adaptation', 'correction flexible stretchable strain sensor fabricate inkjet printing silver nanowire ecoflex composite', 'flexible stretchable strain sensor fabricate inkjet printing silver nanowire ecoflex composite']"
281,19,281_forward_output_an_flyback,"['forward', 'output', 'an', 'flyback', 'converter', 'bhoopendra', 'nagashree', 'singh', 'mag', 'zeichen']","['design implementation single output high frequency forward converter mag amp space application zeichen journal issue 08 volume:10 authors madhura dr. a.n nagashree santhosh bhoopendra kumar singh', 'design implementation mag amp controlled dual output forward converter input voltage feed forward technique space applications ijert volume 14 issue 09 september 2025 authors rakshitha nayaka a.n. nagashree gautham vishal suriya santosh bhoopendra kumar singh', 'design implementation multiple output forward converter input voltage feed forward control space applications zeichen journal ugc care approve group ii journal volume issue issn 0932 4747 authors a.n nagashree suman bhoopendra kumar singh']"
282,19,282_otfs_modulation_diversity_ris,"['otfs', 'modulation', 'diversity', 'ris', 'receiving', 'aid', 'channels', 'uncoded', 'dispersive', 'multiuser']","['ris aided otfs index modulation', 'enhanced otfs channel modulation', 'approximation otfs modulation']"
283,19,283_attitude_twisting_spacecraft_actuator,"['attitude', 'twisting', 'spacecraft', 'actuator', 'heliquad', 'determination', 'complete', 'adaptive', 'super', 'orbit']","['spacecraft attitude determination landmark space object', 'attitude intelligent controller design heliquad complete failure actuator', 'efficient event base adaptive sliding mode control spacecraft attitude stabilization']"
284,19,284_camera_slam_lidar_monocular,"['camera', 'slam', 'lidar', 'monocular', 'vslam', 'autonomous', 'mapping', 'visual', 'vehicles', 'perception']","['novel monocular camera base modular reference generation autonomous vehicles', 'verification camera base autonomous systems', 'novel monocular camera obstacle perception algorithm real time assist autonomous vehicles']"
285,19,285_vitrimer_polypropylene_economy_upcycle,"['vitrimer', 'polypropylene', 'economy', 'upcycle', 'acrylonitrile', 'butadiene', 'entropic', 'styrene', 'crosslinker', 'upcycled']","['conformational preference dynamic crosslinker modulate closed loop circular economy polypropylene vitrimer', 'pioneer circular economy sustainable co upcycle polyethylene polypropylene waste dynamic vitrimer network', 'closed loop circular economy upcycled acrylonitrile butadiene styrene vitrimer']"
286,19,286_student_mining_course_prediction,"['student', 'mining', 'course', 'prediction', '0474', 'datamine', 'utsav', '9030', 'wum', 'chisquared']","['academic data automation pdf excel conversion student performance analysis heritage research journal issn 0474 9030 volume 72,issue pp21 24 author dr. seema patil manshi mahato utsav bose neha uma devi', 'machine learning model student performance prediction', 'student performance prediction ensemble technique']"
287,19,287_papr_reduction_ofdm_lossy,"['papr', 'reduction', 'ofdm', 'lossy', 'qpsk', 'slm', 'compande', 'cod', 'pts', 'ijeet']","['lossy source cod method papr reduction bpsk ofdm', 'digital circuit simulation study lossy source cod papr reduction', 'digital circuit simulation study lossy source cod papr reduction']"
288,19,288_avalanche_discharge_capacitive_electromagnetic,"['avalanche', 'discharge', 'capacitive', 'electromagnetic', 'electron', 'electrodynamics', 'conductors', 'excite', 'fields', 'nparameter']","['electromagnetic field single electron avalanche transmission line conductors', 'electromagnetic fields electron avalanche', 'electromagnetic fields electron avalanche']"
289,19,289_reinforcement_allocation_v2x_resource,"['reinforcement', 'allocation', 'v2x', 'resource', 'offloading', 'routing', 'carl', 'conetsi', 'vms', 'meta']","['hierarchical meta reinforcement learning uncertainty aware resource allocation v2x network', 'hierarchical meta reinforcement learning uncertainty aware resource allocation v2x network', 'deep reinforcement learning resource allocation wireless communication systems']"
290,19,290_ldpc_decoder_codes_bch,"['ldpc', 'decoder', 'codes', 'bch', 'hamming', 'code', 'cyclic', 'ecc', 'erasure', 'quasi']","['entanglement assisted quasi cyclic ldpc codes', 'enable high level design strategies high throughput low power nb ldpc decoder', 'survey high throughput non binary ldpc decoder asic fpga gpu architectures']"
291,19,291_hoc_ad_adhoc_routing,"['hoc', 'ad', 'adhoc', 'routing', 'multipath', 'manet', 'omnisteerable', 'rout', 'protocol', 'trusted']","['overview resource management wireless ad hoc network', 'adaptive technique wormhole attack detection manet quantize ad hoc demand multipath distance vector rout protocol', 'comprehensive study wireless ad hoc network']"
292,19,292_lightning_aircraft_leader_strike,"['lightning', 'aircraft', 'leader', 'strike', 'inception', 'tropical', 'tests', 'associate', 'injection', 'measurements']","['modeling bi polar leader inception propagation flying aircraft prior lightning strike', 'research lightning protection systems wind power plant', 'mode lightning attachment aircraft different stroke current relative position descend lightning leader']"
293,19,293_big_data_carebig_bigdata,"['big', 'data', 'carebig', 'bigdata', 'analytics', 'analytic', 'progressive', 'mapreduceenhance', 'medians', 'kleast']","['big data analytic future trend', 'drive sustainability big data analytics', 'computational intelligence big data analysis']"
294,19,294_coilgun_induction_projectile_projectiles,"['coilgun', 'induction', 'projectile', 'projectiles', 'launching', 'stage', 'multistage', 'sleeve', 'velocities', 'triggering']","['factor influence efficiency induction coilgun', 'computational studies induction coilgun', 'design development stage induction coilgun']"
295,19,295_music_recommendation_emotion_collaborative,"['music', 'recommendation', 'emotion', 'collaborative', 'drift', 'address', 'personalized', 'july2019', 'spotify', 'musicbot']","['music recommendation system content based approach', 'emotion base music recommendation system machine learning', 'music recommendation system']"
296,19,296_adoption_wheeler_electric_buyer,"['adoption', 'wheeler', 'electric', 'buyer', 'motivator', 'attitudes', 'india', 'affect', 'hailing', 'ride']","['drive adoption electric wheeler india investigation reason', 'motivator barrier widespread adoption electric wheeler india discrete choice analysis potential electric wheeler buyer', 'electric wheeler adoption india discrete choice analysis motivator barrier affect potential electric wheeler buyer']"
297,18,297_fashion_clothing_fitting_cloth,"['fashion', 'clothing', 'fitting', 'cloth', 'virtual', 'netb3', 'primate', 'fashionai', 'realism', 'correlates']","['fine grain visual attribute extraction fashion wear', 'fine grain fashion clothing image classification recommendation', 'comprehensive review ai fashion']"
298,18,298_underwater_sweep_acoustic_spread,"['underwater', 'sweep', 'acoustic', 'spread', 'symbol', 'communication', 'multiplexing', 'communications', 'division', 'carrier']","['design underwater acoustic channel model ofdm communication system', 'variational soft symbol decode sweep spread carrier based underwater acoustic communications', 'acoustic communication system underwater drone']"
299,18,299_klystron_cavity_reentrant_entrant,"['klystron', 'cavity', 'reentrant', 'entrant', 'cylindrical', 'rectangular', 'cauer', 'lpf', 'ferrule', 'extended']","['equivalent circuit analysis rectangular double reentrant cavity circular cylindrical ferrule klystron', 'post loaded rectangular reentrant cavity broadband multiple beam klystron', 'broadband rectangular reentrant cavity multiple beam klystron']"
300,18,300_crack_schallamach_fracture_conductor,"['crack', 'schallamach', 'fracture', 'conductor', 'rubber', 'healing', 'year', 'notched', 'nanoscale', 'metallic']","['velocity datum year schallamach wave rubber friction nanoscale fracture', 'force datum year schallamach wave rubber friction nanoscale fracture', 'year schallamach wave rubber friction nanoscale fracture']"
301,18,301_disease_heart_chronic_kidney,"['disease', 'heart', 'chronic', 'kidney', 'cardiovascular', 'prediction', 'xai', 'ensemble', 'diagnostic', 'metaphor']","['analysis diagnostic parameter heart disease prediction heart attack', 'comprehensive analysis technique predict heart disease', 'chronic kidney disease prediction']"
302,18,302_heusler_half_thermoelectric_highentropy,"['heusler', 'half', 'thermoelectric', 'highentropy', 'alloy', 'zr', '05', 'seebeck', 'entropy', 'fe']","['integrated principles experimental investigation thermoelectric transport zr ti half‐heusler‐type high entropy alloy', 'lower thermal conductivity thermoelectric ti2−xnicosnsb half heusler high entropy alloy', 'thermoelectric transport novel zr‐base half‐heusler high‐entropy alloy']"
303,18,303_interatomic_potentials_disordered_baco,"['interatomic', 'potentials', 'disordered', 'baco', 'rocksalt', 'learn', 'machine', 'construct', 'guided', 'conductivity']","['accelerate discovery disordered multi component solid state electrolyte machine learn interatomic potential', 'construct evaluating machine learn interatomic potentials li base disordered rocksalt', 'construct evaluate machine learn interatomic potential li base disordered rocksalt']"
304,18,304_saliency_salient_visual_object,"['saliency', 'salient', 'visual', 'object', 'proto', 'impressions', 'shot', 'segmentation', 'quicksal', 'unavailable']","['review deep learning techniques saliency detection', 'neuromorphic proto object base dynamic visual saliency model hybrid fpga implementation', 'live demonstration real time implementation proto object base visual saliency model']"
305,18,305_amplifier_ghz_rf_mmic,"['amplifier', 'ghz', 'rf', 'mmic', 'noise', 'db', 'millimeter', '148', 'feed', 'forward']","['design dual band low noise amplifier 1.1ghz 2.4ghz', 'design high gain low noise amplifier rf receiver systems', 'design class rf power amplifier band']"
306,18,306_codes_muller_reed_rll,"['codes', 'muller', 'reed', 'rll', 'constrained', 'enumerators', 'coding', 'error', 'channels', 'input']","['estimate weight enumerators reed muller codes sampling', 'cod schemes base reed muller codes ∞)-rll input constrained channels', 'performance reed muller codes ∞)-rll input constrained bms channels']"
