rank,researcher,institution,theses,research_score
926,Kumar Avnish,Indian Institute of Science Bangalore,1,3
927,Kumar Ashutosh,Indian Institute of Science Bangalore,1,3
928,Kumar Arun,Indian Institute of Science Bangalore,1,3
929,Kulshrestha Avijeet,Indian Institute of Science Bangalore,1,3
930,Kulkarni Shruti,Indian Institute of Science Bangalore,1,3
931,Kulkarni Raghavendra B,Indian Institute of Science Bangalore,1,3
932,Kulkarni Eeshan,Indian Institute of Science Bangalore,1,3
933,Kulkarni Apurva,International Institute of Information Technology Bangalore,1,3
934,Kumar Manish,Indian Institute of Science Bangalore,1,3
935,Kumar Prashant,Indian Institute of Science Bangalore,1,3
936,Kurade Rajan Bharat,Indian Institute of Science Bangalore,1,3
937,Kumar Pratik,Indian Institute of Science Bangalore,1,3
938,Kundu Bidisha,Indian Institute of Science Bangalore,1,3
939,Kumawat Mahesh Kumar,Indian Institute of Science Bangalore,1,3
940,Kumawat Kishan Lal,Indian Institute of Science Bangalore,1,3
941,Kumari Priti,International Institute of Information Technology Bangalore,1,3
942,Kumari Moothedath Chandran,Indian Institute of Science Bangalore,1,3
943,Kumar Vishnu,Indian Institute of Science Bangalore,1,3
944,Kumar Vikash,Indian Institute of Science Bangalore,1,3
945,Kumar Tarun,Indian Institute of Science Bangalore,1,3
946,Kumar Sushant,Indian Institute of Science Bangalore,1,3
947,Kumar Sawan,Indian Institute of Science Bangalore,1,3
948,Kumar Sarvesh,Indian Institute of Science Bangalore,1,3
949,Kumar Sanjeev,Indian Institute of Science Bangalore,1,3
950,Kumar Sachin,Indian Institute of Science Bangalore,1,3
951,Kumar S Satish,Indian Institute of Science Bangalore,1,3
952,Kumar Rajeev,Indian Institute of Science Bangalore,1,3
953,Kuchana Vinayender,Indian Institute of Science Bangalore,1,3
954,Krishnaraj Prerana,Indian Institute of Science Bangalore,1,3
955,Krishnaraj K P,Indian Institute of Science Bangalore,1,3
956,Krishna Raj R,Indian Institute of Science Bangalore,1,3
957,Kiran Kumar Challa,Indian Institute of Science Bangalore,1,3
958,Kiran Aramanda Shanmukha,Indian Institute of Science Bangalore,1,3
959,Kimmi Kumari,M.S. Ramaiah Institute of Technology,1,3
960,Khochare Aakash,Indian Institute of Science Bangalore,1,3
961,Khatavkar Nikhil,Indian Institute of Science Bangalore,1,3
962,Khanwalkar Preeti,Indian Institute of Science Bangalore,1,3
963,Khanna Sumeet Rajesh,Indian Institute of Science Bangalore,1,3
964,Khandelwal Ashish,Indian Institute of Science Bangalore,1,3
965,Khan Rizwan,Indian Institute of Science Bangalore,1,3
966,Khan Mohammed Tabish,Indian Institute of Science Bangalore,1,3
967,Keshav Kirti,Indian Institute of Science Bangalore,1,3
968,Kavitha J,R V College of Engineering,1,3
969,Kaushik Deepak,Indian Institute of Science Bangalore,1,3
970,Kaushal Ishaan,Indian Institute of Science Bangalore,1,3
971,Kaur Navjot,Indian Institute of Science Bangalore,1,3
972,Kiran Rama,Indian Institute of Science Bangalore,1,3
973,Kiran S,Indian Institute of Science Bangalore,1,3
974,Kiranbabu T S,CMR Institute of Technology,1,3
975,Kottapalli Aditya,Indian Institute of Science Bangalore,1,3
976,Krishna Prasad S J,M.S. Ramaiah Institute of Technology,1,3
977,Krishna Anu V,Indian Institute of Science Bangalore,1,3
978,Krishna Anand,Indian Institute of Science Bangalore,1,3
979,Krishna A S Lal,Indian Institute of Science Bangalore,1,3
980,Kranthi Nagothu Karmel,Indian Institute of Science Bangalore,1,3
981,Koushik J,Indian Institute of Science Bangalore,1,3
982,Kothai Andal C,R V College of Engineering,1,3
983,Kirthi Suresh K,Indian Institute of Science Bangalore,1,3
984,Kotail Andal,R V College of Engineering,1,3
985,Korada Vijaya Sree,Indian Institute of Science Bangalore,1,3
986,Kondamadugula Sita,International Institute of Information Technology Bangalore,1,3
987,Kolluru Ramesh,Indian Institute of Science Bangalore,1,3
988,Kolli Naimisha,Indian Institute of Science Bangalore,1,3
989,Kishore H A S Shri,Indian Institute of Science Bangalore,1,3
990,Kundu Jogendra Nath,Indian Institute of Science Bangalore,1,3
991,Kuraganti Chetan Kumar,Indian Institute of Science Bangalore,1,3
992,Kashi Rajanikanth N,International Institute of Information Technology Bangalore,1,3
993,Manohar Gollakota Venkata Sai,Indian Institute of Science Bangalore,1,3
994,Manjunath K E,International Institute of Information Technology Bangalore,1,3
995,Manjari Geetha K,Indian Institute of Science Bangalore,1,3
996,Manikandan H,CMR Institute of Technology,1,3
997,Mani Rathnam V,Indian Institute of Science Bangalore,1,3
998,Mane Laxmikant Sarjerao,Indian Institute of Science Bangalore,1,3
999,Mandal Devraj,Indian Institute of Science Bangalore,1,3
1000,Mandal Avijit,International Institute of Information Technology Bangalore,1,3
1001,Manam Lalit,Indian Institute of Science Bangalore,1,3
1002,Mamatha S K,R V College of Engineering,1,3
1003,Mamatha P K,R V College of Engineering,1,3
1004,Malleswararao Katamala,Indian Institute of Science Bangalore,1,3
1005,Majumder Rudrashis,Indian Institute of Science Bangalore,1,3
1006,Majumder Mriganka Ghosh,Indian Institute of Science Bangalore,1,3
1007,Majumder Kingshuk,Indian Institute of Science Bangalore,1,3
1008,Majumder Debaleena,Indian Institute of Science Bangalore,1,3
1009,Manjunath Managuli,R V College of Engineering,1,3
1010,Manokaran Rajasekaran,Indian Institute of Science Bangalore,1,3
1011,Kuruva Hemanjaneyulu,Indian Institute of Science Bangalore,1,3
1012,Mantesh Basappa Khot,PES University,1,3
1013,Mehrunnisa Begum S P,Dayananda Sagar College of Engineering,1,3
1014,Meenakshi sundaram A,Dayananda Sagar College of Engineering,1,3
1015,Medha Mohan Hegde,PES University,1,3
1016,AKSHATHA M D,R V College of Engineering,1,3
1017,Mayakuntla Sai Kiran,Indian Institute of Science Bangalore,1,3
1018,Maurya Satyaghosh,Indian Institute of Science Bangalore,1,3
1019,Maulik Sugoto,Indian Institute of Science Bangalore,1,3
1020,Mattu Sandesh Rao,Indian Institute of Science Bangalore,1,3
1021,Matilal Oindrila,International Institute of Information Technology Bangalore,1,3
1022,Mathews Dhanya R,Indian Institute of Science Bangalore,1,3
1023,Mathavaraj S,Indian Institute of Science Bangalore,1,3
1024,Mathai Jeenu,Indian Institute of Science Bangalore,1,3
1025,Masiwal Rajat,Indian Institute of Science Bangalore,1,3
1026,Masanta Swapan Kumar,Indian Institute of Science Bangalore,1,3
1027,Manujakshi B C,R V College of Engineering,1,3
1028,Majumder Anubhab,Indian Institute of Science Bangalore,1,3
1029,Majhi Jyoti Ranjan,Indian Institute of Science Bangalore,1,3
1030,Maiti Subhasish,Indian Institute of Science Bangalore,1,3
1031,Maheshvare Deepa M,Indian Institute of Science Bangalore,1,3
1032,M Shivaswamy,R V College of Engineering,1,3
1033,M S SRIVIDYA,R V College of Engineering,1,3
1034,M Rajani Shree,B.M.S. College of Engineering,1,3
1035,Lochab Shubham,Indian Institute of Science Bangalore,1,3
1036,Likhar Pranay Vinayak,Indian Institute of Science Bangalore,1,3
1037,Leena Chandrashekhar,R V College of Engineering,1,3
1038,Laxmi K,Indian Institute of Science Bangalore,1,3
1039,Lavanya Vikram,M.S. Ramaiah Institute of Technology,1,3
1040,Lalithambika Anjali Nair,Indian Institute of Science Bangalore,1,3
1041,Lala Sahibzada Roohan Farooq,Indian Institute of Science Bangalore,1,3
1042,Lal Devi,Indian Institute of Science Bangalore,1,3
1043,Lakshminarayanan Oppili Prasad,Indian Institute of Science Bangalore,1,3
1044,Lakshminarasimha Shrutee,Indian Institute of Science Bangalore,1,3
1045,Lagisetty Ravikumar,Indian Institute of Science Bangalore,1,3
1046,Kushwaha Vishal,Indian Institute of Science Bangalore,1,3
1047,MADHU C S,R V College of Engineering,1,3
1048,MANAS M N,R V College of Engineering,1,3
1049,MOHAMMED ASIF KATTIMANI,R V College of Engineering,1,3
1050,Mahantesh M Math,R V College of Engineering,1,3
1051,Mahesh Kumar N,Dayananda Sagar College of Engineering,1,3
1052,Mahesh Karthik,Indian Institute of Science Bangalore,1,3
1053,Mahesh Anjana A,Indian Institute of Science Bangalore,1,3
1054,Maharudra,B.M.S. College of Engineering,1,3
1055,Mahapatra Soumya Kanti,Indian Institute of Science Bangalore,1,3
1056,Mahapatra Ruman Kalyan,Indian Institute of Science Bangalore,1,3
1057,Mahalingam Vignesh,Indian Institute of Science Bangalore,1,3
1058,Machireddy Amrutha,Indian Institute of Science Bangalore,1,3
1059,Mahalakshmi,R V College of Engineering,1,3
1060,Mahajan Mehak,Indian Institute of Science Bangalore,1,3
1061,Madhuri P Rao,B.M.S. College of Engineering,1,3
1062,Madhuri Manila Reddy,Indian Institute of Science Bangalore,1,3
1063,Madhavaraj A,Indian Institute of Science Bangalore,1,3
1064,Madhavan R,Indian Institute of Science Bangalore,1,3
1065,Katti Prajakta Prathamkumar,Indian Institute of Science Bangalore,1,3
1066,Karthika P S,Indian Institute of Science Bangalore,1,3
1067,Ghoshal Suprovat,Indian Institute of Science Bangalore,1,3
1068,Harsha S V,B.M.S. College of Engineering,1,3
1069,Harsha,CMR Institute of Technology,1,3
1070,Haritha K,Indian Institute of Science Bangalore,1,3
1071,Harish Kumar N,Dayananda Sagar College of Engineering,1,3
1072,Harish Kumar J R,Indian Institute of Science Bangalore,1,3
1073,Hariprasad M,Indian Institute of Science Bangalore,1,3
1074,Haribabu Gowtham Nimmal,Indian Institute of Science Bangalore,1,3
1075,Haque Inzemamul,Indian Institute of Science Bangalore,1,3
1076,Haque Asraful,Indian Institute of Science Bangalore,1,3
1077,Hanumesha A G,CMR Institute of Technology,1,3
1078,Hanbal Rajesh Dinesh,International Institute of Information Technology Bangalore,1,3
1079,Habeeb P,Indian Institute of Science Bangalore,1,3
1080,HEMALATHA J N,R V College of Engineering,1,3
1081,H PAVITHRA,R V College of Engineering,1,3
1082,Gurudatt H M,Indian Institute of Science Bangalore,1,3
1083,Gupta Swati,Indian Institute of Science Bangalore,1,3
1084,Harsha,R V College of Engineering,1,3
1085,Harsha Vajjarapu,Indian Institute of Science Bangalore,1,3
1086,Ishaquddin Mohammed,Indian Institute of Science Bangalore,1,3
1087,Hebbale Deepthi,Indian Institute of Science Bangalore,1,3
1088,Indrakumar Sushma,Indian Institute of Science Bangalore,1,3
1089,Imthias Mohammed,Indian Institute of Science Bangalore,1,3
1090,Illa Aravind,Indian Institute of Science Bangalore,1,3
1091,Ilanila I P,Indian Institute of Science Bangalore,1,3
1092,Iddalagi Pavan,International Institute of Information Technology Bangalore,1,3
1093,Hudhaifa Mohammed Abdulwahab,M.S. Ramaiah Institute of Technology,1,3
1094,Hossain Md Nurtaj,Indian Institute of Science Bangalore,1,3
1095,Hoque Syed Jiaul,Indian Institute of Science Bangalore,1,3
1096,Himanshu,Indian Institute of Science Bangalore,1,3
1097,Hijazi Faizan,Indian Institute of Science Bangalore,1,3
1098,Hemanthini A R,Indian Institute of Science Bangalore,1,3
1099,Hegde Gautam,Indian Institute of Science Bangalore,1,3
1100,Hegde Aditya,Indian Institute of Science Bangalore,1,3
1101,Hegde Abhijit,Indian Institute of Science Bangalore,1,3
1102,Hebbar Archana P,Indian Institute of Science Bangalore,1,3
1103,Gupta Shubham,Indian Institute of Science Bangalore,1,3
1104,Gupta Saurabh Kumar,Indian Institute of Science Bangalore,1,3
1105,Gupta Saarthak,Indian Institute of Science Bangalore,1,3
1106,Gupta Ravi,Indian Institute of Science Bangalore,1,3
1107,Govindan Srinivasan,Indian Institute of Science Bangalore,1,3
1108,Goswami Shubham Kumar,Indian Institute of Science Bangalore,1,3
1109,Gorantla Sruthi,Indian Institute of Science Bangalore,1,3
1110,Gorantla Bala Venkata Ramulu,Indian Institute of Science Bangalore,1,3
1111,Gopi Lalgy,Indian Institute of Science Bangalore,1,3
1112,Gopan Gopika K,International Institute of Information Technology Bangalore,1,3
1113,Gopakumar R,Indian Institute of Science Bangalore,1,3
1114,Goel Priya,Indian Institute of Science Bangalore,1,3
1115,Godbole Mayur G,Indian Institute of Science Bangalore,1,3
1116,Gnanavignesh R,Indian Institute of Science Bangalore,1,3
1117,Gladwin Jos K T,Indian Institute of Science Bangalore,1,3
1118,Girish Kumar R,R V College of Engineering,1,3
1119,Girish B,Indian Institute of Science Bangalore,1,3
1120,Girish B,Dayananda Sagar College of Engineering,1,3
1121,Ghulyani Manu,Indian Institute of Science Bangalore,1,3
1122,Gowdham Prabhakar P G,Indian Institute of Science Bangalore,1,3
1123,Gowri R,Indian Institute of Science Bangalore,1,3
1124,Gracious Tony,Indian Institute of Science Bangalore,1,3
1125,Gupta Devyani,Indian Institute of Science Bangalore,1,3
1126,Gupta Rajeev Kumar,Indian Institute of Science Bangalore,1,3
1127,Gupta Rahul,Indian Institute of Science Bangalore,1,3
1128,Gupta Pradeep,Indian Institute of Science Bangalore,1,3
1129,Gupta Nitin,Indian Institute of Science Bangalore,1,3
1130,Gupta Nikhil,Indian Institute of Science Bangalore,1,3
1131,Gupta Garima,Indian Institute of Science Bangalore,1,3
1132,Gupta Deepika,Indian Institute of Science Bangalore,1,3
1133,Gubbi Venkatesh Sagar,Indian Institute of Science Bangalore,1,3
1134,Gupta Arvind,Indian Institute of Science Bangalore,1,3
1135,Gupta Anjali,Indian Institute of Science Bangalore,1,3
1136,Gupta Abhay,Indian Institute of Science Bangalore,1,3
1137,Gunjal Samyama G H,Indian Institute of Science Bangalore,1,3
1138,Guin Soumyajit,Indian Institute of Science Bangalore,1,3
1139,Guha Sirsha,Indian Institute of Science Bangalore,1,3
1140,Ishani Mishra,CMR Institute of Technology,1,3
1141,J Harsha,R V College of Engineering,1,3
1142,Karishma,International Institute of Information Technology Bangalore,1,3
1143,KV Chaythanya Krishna,Indian Institute of Science Bangalore,1,3
1144,KESHAV M,R V College of Engineering,1,3
1145,K R Rohit,Indian Institute of Science Bangalore,1,3
1146,K N Nikhila,International Institute of Information Technology Bangalore,1,3
1147,K Ashraf Ameena,International Institute of Information Technology Bangalore,1,3
1148,Jyoti Shetty,R V College of Engineering,1,3
1149,Jyoti Neeli,R V College of Engineering,1,3
1150,Jyothsna K M,Indian Institute of Science Bangalore,1,3
1151,Jyothi H R,Dayananda Sagar College of Engineering,1,3
1152,Joshi Rathin K,Indian Institute of Science Bangalore,1,3
1153,Joshi Rakshitha Ulhas,Indian Institute of Science Bangalore,1,3
1154,Joshi Prakash,Indian Institute of Science Bangalore,1,3
1155,Joseph Robin,Indian Institute of Science Bangalore,1,3
1156,Joseph Joel P,Indian Institute of Science Bangalore,1,3
1157,Joseph Gracy,International Institute of Information Technology Bangalore,1,3
1158,Joseph Geethu,Indian Institute of Science Bangalore,1,3
1159,KRISHNAN R,R V College of Engineering,1,3
1160,Kaamini M D,Indian Institute of Science Bangalore,1,3
1161,JAGANNATHA K B,B.M.S. College of Engineering,1,3
1162,Kabaleeshwaran R,Indian Institute of Science Bangalore,1,3
1163,Karat Nujoom Sageer,Indian Institute of Science Bangalore,1,3
1164,Kar Gurudas,Indian Institute of Science Bangalore,1,3
1165,Kanthimathi S,CMR Institute of Technology,1,3
1166,Kanjilal Anwesha,Indian Institute of Science Bangalore,1,3
1167,Kandula Venkata Rama Sateesh,Indian Institute of Science Bangalore,1,3
1168,Kandula Muni Kumar,Indian Institute of Science Bangalore,1,3
1169,Kamna R Choudhury,CMR Institute of Technology,1,3
1170,Kamble Smita,Indian Institute of Science Bangalore,1,3
1171,Kamanchi Chandramouli,Indian Institute of Science Bangalore,1,3
1172,Kamal Arif Mohd,Indian Institute of Science Bangalore,1,3
1173,Kalra Anisha,Indian Institute of Science Bangalore,1,3
1174,Kalakanti Arun Kumar,International Institute of Information Technology Bangalore,1,3
1175,Kaka Fiyanshu,Indian Institute of Science Bangalore,1,3
1176,Kadambari Sai Kiran,Indian Institute of Science Bangalore,1,3
1177,Kabiraj Arnab,Indian Institute of Science Bangalore,1,3
1178,Joseph Francis C,Indian Institute of Science Bangalore,1,3
1179,Joseph Akhil,Indian Institute of Science Bangalore,1,3
1180,Joji Jinu,Indian Institute of Science Bangalore,1,3
1181,John Josy,Indian Institute of Science Bangalore,1,3
1182,Jain Paras,Indian Institute of Science Bangalore,1,3
1183,Jain Noopur,Indian Institute of Science Bangalore,1,3
1184,Jain Kritika,Indian Institute of Science Bangalore,1,3
1185,Jain Hemant,Indian Institute of Science Bangalore,1,3
1186,Jain Aditi,Indian Institute of Science Bangalore,1,3
1187,Jagtap Suraj,Indian Institute of Science Bangalore,1,3
1188,Jaganathan Anuja,Indian Institute of Science Bangalore,1,3
1189,Jagadish Akshatha,Indian Institute of Science Bangalore,1,3
1190,Jagadeshvaran P L,Indian Institute of Science Bangalore,1,3
1191,Jagadeesh Bagali,R V College of Engineering,1,3
1192,Jaddivada Siddhartha,Indian Institute of Science Bangalore,1,3
1193,Jacob John,Dayananda Sagar College of Engineering,1,3
1194,Jacob Georgin,Indian Institute of Science Bangalore,1,3
1195,JYOTHI R,R V College of Engineering,1,3
1196,JITHA P T,B.M.S. College of Engineering,1,3
1197,Jain Ritika,Indian Institute of Science Bangalore,1,3
1198,Jairaja R,Indian Institute of Science Bangalore,1,3
1199,Jalali Syed Idrees Afzal,Indian Institute of Science Bangalore,1,3
1200,Jayasimha S R,R V College of Engineering,1,3
1201,John Indu,Indian Institute of Science Bangalore,1,3
1202,Jinka Ranganayakulu,R V College of Engineering,1,3
1203,Jinan Rooji,Indian Institute of Science Bangalore,1,3
1204,Jha Pawan Kumar,Indian Institute of Science Bangalore,1,3
1205,Jha Neeta,International Institute of Information Technology Bangalore,1,3
1206,JeevithaShree D V,Indian Institute of Science Bangalore,1,3
1207,Jayashri Baburao Madalgi,R V College of Engineering,1,3
1208,Jangde Ashutosh,Indian Institute of Science Bangalore,1,3
1209,Jayanthi PN,R V College of Engineering,1,3
1210,Jayamohan Meenu,Indian Institute of Science Bangalore,1,3
1211,Jawed Saniya,PES University,1,3
1212,Jawahar J,Dayananda Sagar College of Engineering,1,3
1213,Jat Sharmistha,Indian Institute of Science Bangalore,1,3
1214,Jaswal Manpreet Kaur,International Institute of Information Technology Bangalore,1,3
1215,swetha v,R V College of Engineering,1,3
