rank,researcher,institution,theses,research_score
919,Sai Jyotheender Kompella,Indian Institute of Science Bangalore,1,3
920,Saifudeen Aysha,Indian Institute of Science Bangalore,1,3
921,Saipanmuluk Nishat Koti,Indian Institute of Science Bangalore,1,3
922,Sakhuja Neha,Indian Institute of Science Bangalore,1,3
923,Sam Deepak Babu,Indian Institute of Science Bangalore,1,3
924,Samad Shafeek A,Indian Institute of Science Bangalore,1,3
925,Samantaray Debadarshini,Indian Institute of Science Bangalore,1,3
926,Samantaray Paresh Kumar,Indian Institute of Science Bangalore,1,3
927,Samara Mubeen,R V College of Engineering,1,3
928,Samudre Prabha,Indian Institute of Science Bangalore,1,3
929,Sanagavarapu Phani Kanth V S S R K,Indian Institute of Science Bangalore,1,3
930,Sandeep S R,R V College of Engineering,1,3
931,SANDHYA S,R V College of Engineering,1,3
932,Sangeetha Ramamoorthy,CMR Institute of Technology,1,3
933,Sanghi Anupam,Indian Institute of Science Bangalore,1,3
934,Sanjeev Shinde Ninad,Indian Institute of Science Bangalore,1,3
935,Santosh Gotagunaki,B.M.S. College of Engineering,1,3
936,Sapna B K,Dayananda Sagar College of Engineering,1,3
937,Sarkar Bidushi,Indian Institute of Science Bangalore,1,3
938,Sasi Shanuja,Indian Institute of Science Bangalore,1,3
939,Sasidharan Sayuj,Indian Institute of Science Bangalore,1,3
940,Sasindran Zitha,Indian Institute of Science Bangalore,1,3
941,Sathisha R N,Indian Institute of Science Bangalore,1,3
942,Sathishkumar N,Indian Institute of Science Bangalore,1,3
943,Sathua Chandra Sekhar,Indian Institute of Science Bangalore,1,3
944,Satish Sheth,Dayananda Sagar College of Engineering,1,3
945,Savitha S,CMR Institute of Technology,1,3
946,Saxena Apoorv Umang,Indian Institute of Science Bangalore,1,3
947,Saxena Shobhit,Indian Institute of Science Bangalore,1,3
948,Selvan Eazhil K,Indian Institute of Science Bangalore,1,3
949,Sen Gupta Ria,Indian Institute of Science Bangalore,1,3
950,Sen Gupta Sayan,Indian Institute of Science Bangalore,1,3
951,Sesha P Kalyur,R V College of Engineering,1,3
952,Seshadri Lakshminarayanan,Indian Institute of Science Bangalore,1,3
953,Shah Mitali,Indian Institute of Science Bangalore,1,3
954,Shaik Mohammed Waseem,International Institute of Information Technology Bangalore,1,3
955,Shaila H Koppad,R V College of Engineering,1,3
956,Shambulinga M,R V College of Engineering,1,3
957,Shamitha S K,CMR Institute of Technology,1,3
958,Shan S,Indian Institute of Science Bangalore,1,3
959,Shankar Bhawani,Indian Institute of Science Bangalore,1,3
960,Shankar Gyan,Indian Institute of Science Bangalore,1,3
961,Shankaranarayanan Hari Bhaskar,International Institute of Information Technology Bangalore,1,3
962,Shanthi M B,CMR Institute of Technology,1,3
963,SHARAD S,B.M.S. College of Engineering,1,3
964,Sharma Adwait,Indian Institute of Science Bangalore,1,3
965,Sharma Anand,Indian Institute of Science Bangalore,1,3
966,Sharma Annapurna,International Institute of Information Technology Bangalore,1,3
967,Sharma Devansh,Indian Institute of Science Bangalore,1,3
968,Sharma Govind,Indian Institute of Science Bangalore,1,3
969,Sharma Mohit,Indian Institute of Science Bangalore,1,3
970,Sharma Pallavi Raj,Indian Institute of Science Bangalore,1,3
971,Sharma Pradyumn,Indian Institute of Science Bangalore,1,3
972,Sharma Preeti,Indian Institute of Science Bangalore,1,3
973,Sharma Samridh,Indian Institute of Science Bangalore,1,3
974,Abhiram B R,Indian Institute of Science Bangalore,1,3
975,Sharma Swati,Indian Institute of Science Bangalore,1,3
976,Sharma Vinay Krishna,Indian Institute of Science Bangalore,1,3
977,Sharon Christa I L,Dayananda Sagar College of Engineering,1,3
978,Shashi Raj K,Dayananda Sagar College of Engineering,1,3
979,Shashidhar T M,R V College of Engineering,1,3
980,Shashikumara S R,R V College of Engineering,1,3
981,Shastri Vijayendra Umesh,Indian Institute of Science Bangalore,1,3
982,Sheetal Kumar K R,Indian Institute of Science Bangalore,1,3
983,Shekar Shweta,Indian Institute of Science Bangalore,1,3
984,Shilpa B,PES University,1,3
985,Shiva Kumar H R,Indian Institute of Science Bangalore,1,3
986,Shivakumar R,B.M.S. College of Engineering,1,3
987,Shivam Amit,Indian Institute of Science Bangalore,1,3
988,Shivkumar M,B.M.S. College of Engineering,1,3
989,Abhishek A,Indian Institute of Science Bangalore,1,3
990,Shobha P Jeevandra,M.S. Ramaiah Institute of Technology,1,3
991,Showkat Rakshanda,Indian Institute of Science Bangalore,1,3
992,Shrivastava Anshaj,Indian Institute of Science Bangalore,1,3
993,Shrivastava Anshul,Indian Institute of Science Bangalore,1,3
994,Abinandanan T A,Indian Institute of Science Bangalore,1,3
995,Shruthi P,R V College of Engineering,1,3
996,Abraham Anand Jacob,Indian Institute of Science Bangalore,1,3
997,Shubhangi Milind Joshi,Dayananda Sagar College of Engineering,1,3
998,Shweta Pant,Indian Institute of Science Bangalore,1,3
999,Shwetha,R V College of Engineering,1,3
1000,Shwetha K,R V College of Engineering,1,3
1001,Shyamasundar L B,CMR Institute of Technology,1,3
1002,Sindhu D,R V College of Engineering,1,3
1003,SINDHU D V,R V College of Engineering,1,3
1004,Sindhu P R,Indian Institute of Science Bangalore,1,3
1005,Singh Abhishek,International Institute of Information Technology Bangalore,1,3
1006,Singh Akash,Indian Institute of Science Bangalore,1,3
1007,Singh Akhand Pratap,Indian Institute of Science Bangalore,1,3
1008,Singh Arashdeep,Indian Institute of Science Bangalore,1,3
1009,Singh Arun Kumar,Indian Institute of Science Bangalore,1,3
1010,Singh Deependra Kumar,Indian Institute of Science Bangalore,1,3
1011,Singh Dheerendra Bahadur,Indian Institute of Science Bangalore,1,3
1012,Singh Jagriti,Indian Institute of Science Bangalore,1,3
1013,Singh Kaumudi,Indian Institute of Science Bangalore,1,3
1014,Singh Magan,Indian Institute of Science Bangalore,1,3
1015,Singh Mahander Pratap,Indian Institute of Science Bangalore,1,3
1016,Singh Manish Kumar,Indian Institute of Science Bangalore,1,3
1017,Singh Parvinder,Indian Institute of Science Bangalore,1,3
1018,Abraham Nithin,Indian Institute of Science Bangalore,1,3
1019,Singh Prem Prakash,Indian Institute of Science Bangalore,1,3
1020,Singh Saurabh,Indian Institute of Science Bangalore,1,3
1021,Singh Shobhit Pratap,Indian Institute of Science Bangalore,1,3
1022,Singh Sujata,Indian Institute of Science Bangalore,1,3
1023,Singh Upkar,Indian Institute of Science Bangalore,1,3
1024,Singh Vikash Kumar,Indian Institute of Science Bangalore,1,3
1025,Singh Vikrant Kumar,Indian Institute of Science Bangalore,1,3
1026,Singh Yogesh Pratap,Indian Institute of Science Bangalore,1,3
1027,Singhal Rohit,Indian Institute of Science Bangalore,1,3
1028,Sinha Piyush,Indian Institute of Science Bangalore,1,3
1029,Sireesha Panithi,Indian Institute of Science Bangalore,1,3
1030,Sitaramgupta Vangeti V S N,Indian Institute of Science Bangalore,1,3
1031,Sivaram Aditya,Indian Institute of Science Bangalore,1,3
1032,Skariah Deepak G,Indian Institute of Science Bangalore,1,3
1033,SMITA KAVADIKERI,R V College of Engineering,1,3
1034,Smriti Srivastava,R V College of Engineering,1,3
1035,Sneha M,R V College of Engineering,1,3
1036,Sohini Gupta,M.S. Ramaiah Institute of Technology,1,3
1037,Solanke Swanand Vishnu,Indian Institute of Science Bangalore,1,3
1038,Solra Manju,Indian Institute of Science Bangalore,1,3
1039,Soman Akshara,Indian Institute of Science Bangalore,1,3
1040,Sonawane Dipali,Indian Institute of Science Bangalore,1,3
1041,Soni Ankit,Indian Institute of Science Bangalore,1,3
1042,Soni Pushtivardhan,Indian Institute of Science Bangalore,1,3
1043,Soni Shruti,Indian Institute of Science Bangalore,1,3
1044,Sowjanya M,PES University,1,3
1045,Sowmya H N,Dayananda Sagar College of Engineering,1,3
1046,SOWMYA K S,R V College of Engineering,1,3
1047,Sree Vidya R C,R V College of Engineering,1,3
1048,Sreedhar S Arjun,Indian Institute of Science Bangalore,1,3
1049,Sreedurga Gogulapati,Indian Institute of Science Bangalore,1,3
1050,Sreelakshmi Gopalakrishnan,CMR Institute of Technology,1,3
1051,Sri Harsha Paladugu,Indian Institute of Science Bangalore,1,3
1052,Sridevi S,CMR Institute of Technology,1,3
1053,Srilatha N,Indian Institute of Science Bangalore,1,3
1054,Srilekshmi M,Indian Institute of Science Bangalore,1,3
1055,Srivastava Ashutosh,Indian Institute of Science Bangalore,1,3
1056,Srivastava Saumya,Indian Institute of Science Bangalore,1,3
1057,Acharya Shakuntala,Indian Institute of Science Bangalore,1,3
1058,Subbalakshmi A R,Indian Institute of Science Bangalore,1,3
1059,Subodh Mondal,PES University,1,3
1060,Subrahmanya V Bhat P,R V College of Engineering,1,3
1061,Sudha M,R V College of Engineering,1,3
1062,Sudha R Karbari,R V College of Engineering,1,3
1063,Sudhakar K N,CMR Institute of Technology,1,3
1064,Suganya S,CMR Institute of Technology,1,3
1065,Sujan Chakraborthy,R V College of Engineering,1,3
1066,Sujata D Badiger,R V College of Engineering,1,3
1067,Sujatha A,R V College of Engineering,1,3
1068,Suji N,Indian Institute of Science Bangalore,1,3
1069,Sukesh A,Indian Institute of Science Bangalore,1,3
1070,Sukhadeo Chavan Dhanaji,Indian Institute of Science Bangalore,1,3
1071,Sukhani Seema,Indian Institute of Science Bangalore,1,3
1072,Sukumar Reshma,Indian Institute of Science Bangalore,1,3
1073,Suma B,R V College of Engineering,1,3
1074,Acharya Srijan,Indian Institute of Science Bangalore,1,3
1075,Wazalwar Radhika,Indian Institute of Science Bangalore,1,3
1076,Sumathi M S,R V College of Engineering,1,3
1077,Sumathy Vidya,Indian Institute of Science Bangalore,1,3
1078,Sunita Kumari,PES University,1,3
1079,Sunitha R,R V College of Engineering,1,3
1080,SUNITHAR,R V College of Engineering,1,3
1081,Surabhi G D,Indian Institute of Science Bangalore,1,3
1082,Suraj,Indian Institute of Science Bangalore,1,3
1083,Suraj K,Indian Institute of Science Bangalore,1,3
1084,Surana Prashant,Indian Institute of Science Bangalore,1,3
1085,Surekha Raju Gondkar,Dayananda Sagar College of Engineering,1,3
1086,Suresh Babu V,Dayananda Sagar College of Engineering,1,3
1087,Suresh Kumar S,M.S. Ramaiah Institute of Technology,1,3
1088,Suresh N Priya,Indian Institute of Science Bangalore,1,3
1089,Suresh N S,Indian Institute of Science Bangalore,1,3
1090,Suresha C,R V College of Engineering,1,3
1091,Suriya Begum,Dayananda Sagar College of Engineering,1,3
1092,Sushma B,M.S. Ramaiah Institute of Technology,1,3
1093,Sushma J,R V College of Engineering,1,3
1094,Sushma T,Dayananda Sagar College of Engineering,1,3
1095,Sutapa Sarkar,CMR Institute of Technology,1,3
1096,Sutar Nikhil,PES University,1,3
1097,Suthar Sumit,Indian Institute of Science Bangalore,1,3
1098,Swaminathan Shriram,Indian Institute of Science Bangalore,1,3
1099,Swarnamugi M,CMR Institute of Technology,1,3
1100,Swathi Y,CMR Institute of Technology,1,3
1101,swetha v,R V College of Engineering,1,3
1102,Swetlana Sucheta,Indian Institute of Science Bangalore,1,3
1103,T Karthikayini,R V College of Engineering,1,3
1104,Tabitha Janumala,R V College of Engineering,1,3
1105,Taddesse Taye Melaku,Indian Institute of Science Bangalore,1,3
1106,Tadeo Inyalot Jude,Indian Institute of Science Bangalore,1,3
1107,TANUSREE CHAUDHURI,R V College of Engineering,1,3
1108,Tara Prakash Gowdar,CMR Institute of Technology,1,3
1109,Tarafdar Gourav,Indian Institute of Science Bangalore,1,3
1110,Teja Bhanu B,Indian Institute of Science Bangalore,1,3
1111,Telpande Swanand,Indian Institute of Science Bangalore,1,3
1112,Thakur Abu Bakar Siddiqui,Indian Institute of Science Bangalore,1,3
1113,Thakur Anchal Singh,Indian Institute of Science Bangalore,1,3
1114,Thanmayalaxmi D,CMR Institute of Technology,1,3
1115,Thomas Chinchu,International Institute of Information Technology Bangalore,1,3
1116,Thoota Sai Subramanyam,Indian Institute of Science Bangalore,1,3
1117,Thottolil Rahisha,International Institute of Information Technology Bangalore,1,3
1118,Thulasi Chand,Indian Institute of Science Bangalore,1,3
1119,Tiwari Manasi,Indian Institute of Science Bangalore,1,3
1120,Tiwari Sudhanshu,Indian Institute of Science Bangalore,1,3
1121,Tonannavar Sanketh,Indian Institute of Science Bangalore,1,3
1122,Tony Lima Agnel,Indian Institute of Science Bangalore,1,3
1123,Tripathi Aditay,Indian Institute of Science Bangalore,1,3
1124,Tripathi Ananya,Indian Institute of Science Bangalore,1,3
1125,Tripathi Madhavi,Indian Institute of Science Bangalore,1,3
1126,Tripathi Sandeep,Indian Institute of Science Bangalore,1,3
1127,Uma B,Dayananda Sagar College of Engineering,1,3
1128,Umrao Saurabh,Indian Institute of Science Bangalore,1,3
1129,Unni V S,Indian Institute of Science Bangalore,1,3
1130,Upadhya Vidyadhar,Indian Institute of Science Bangalore,1,3
1131,Upadhyay Anil Kumar,Indian Institute of Science Bangalore,1,3
1132,Upadhyaya Deepti B,Indian Institute of Science Bangalore,1,3
1133,Upamanyu Kapil,Indian Institute of Science Bangalore,1,3
1134,Upreti Arvind,International Institute of Information Technology Bangalore,1,3
1135,Usha Padma,R V College of Engineering,1,3
1136,V MURALIDHARAN,R V College of Engineering,1,3
1137,V P Abidha,International Institute of Information Technology Bangalore,1,3
1138,Y SAILAJA,R V College of Engineering,1,3
1139,V S Kirthika Devi,R V College of Engineering,1,3
1140,Vadivukkarasi Jeyaselvan,Indian Institute of Science Bangalore,1,3
1141,Vaidehi M,Dayananda Sagar College of Engineering,1,3
1142,Vaidya Kanishak,Indian Institute of Science Bangalore,1,3
1143,Vaishakh K V,Indian Institute of Science Bangalore,1,3
1144,Vajha Myna,Indian Institute of Science Bangalore,1,3
1145,Valens Hishamunda,Indian Institute of Science Bangalore,1,3
1146,Vanam Sai Pranav,Indian Institute of Science Bangalore,1,3
1147,Yadati Naganand,Indian Institute of Science Bangalore,1,3
1148,Vankeswaram Sai Krishna,Indian Institute of Science Bangalore,1,3
1149,Varghese Kiran George,Indian Institute of Science Bangalore,1,3
1150,Variar Harsha B,Indian Institute of Science Bangalore,1,3
1151,Varma Aditya,Indian Institute of Science Bangalore,1,3
1152,Varma Vegesina Sarath Chandra,Indian Institute of Science Bangalore,1,3
1153,Varsha V,Indian Institute of Science Bangalore,1,3
1154,Vasanth Kumar R,Dayananda Sagar College of Engineering,1,3
1155,Vashishth Prabhat,Indian Institute of Science Bangalore,1,3
1156,Vashist Eklavy,Indian Institute of Science Bangalore,1,3
1157,Vasudeva G,R V College of Engineering,1,3
1158,Vasudha N,R V College of Engineering,1,3
1159,Vedam Narayani,Indian Institute of Science Bangalore,1,3
1160,Veena Gadad,R V College of Engineering,1,3
1161,Veesam Shivanand Kumar,Indian Institute of Science Bangalore,1,3
1162,Velhal Shridhar,Indian Institute of Science Bangalore,1,3
1163,Vengalil Sunil Kumar,International Institute of Information Technology Bangalore,1,3
1164,Venkataramu Vibha,Indian Institute of Science Bangalore,1,3
1165,Venkatesan Karthika,International Institute of Information Technology Bangalore,1,3
1166,Venkatesh Naik,CMR Institute of Technology,1,3
1167,Venkatesha G,Dayananda Sagar College of Engineering,1,3
1168,Venkateswarlu Nitish M R D S,Indian Institute of Science Bangalore,1,3
1169,Venkatramanan D,Indian Institute of Science Bangalore,1,3
1170,Verma Hemant Kumar,Indian Institute of Science Bangalore,1,3
1171,Verma Krishna Kamlesh,Indian Institute of Science Bangalore,1,3
1172,Verma Kundan Kumar,Indian Institute of Science Bangalore,1,3
1173,Vidushi,Indian Institute of Science Bangalore,1,3
1174,Yadav Parul,Indian Institute of Science Bangalore,1,3
1175,Vijaikumar M,Indian Institute of Science Bangalore,1,3
1176,Vijay Rathinamala,Indian Institute of Science Bangalore,1,3
1177,Vijay Sreeparvathy,Indian Institute of Science Bangalore,1,3
1178,Vijaya Raghavan Jayashree,Indian Institute of Science Bangalore,1,3
1179,Vijaya S M,Dayananda Sagar College of Engineering,1,3
1180,Vijayaraj K,Indian Institute of Science Bangalore,1,3
1181,Achuth Rao M V,Indian Institute of Science Bangalore,1,3
1182,Addula Ravi Kumar Reddy,Indian Institute of Science Bangalore,1,3
1183,Adhikari Debabrata,Indian Institute of Science Bangalore,1,3
1184,Advaith S,Indian Institute of Science Bangalore,1,3
1185,Agarwal Priyanka,Indian Institute of Science Bangalore,1,3
1186,Agarwal Sakshi,Indian Institute of Science Bangalore,1,3
1187,Agarwal Snigdha,International Institute of Information Technology Bangalore,1,3
1188,Agnihotri Ruchika,Indian Institute of Science Bangalore,1,3
1189,Agrawal Khantesh,Indian Institute of Science Bangalore,1,3
1190,Agrawal Pranjal,Indian Institute of Science Bangalore,1,3
1191,Agrawal Purvi,Indian Institute of Science Bangalore,1,3
1192,Agrawal Shavi,Indian Institute of Science Bangalore,1,3
1193,Agrawal Shubham,Indian Institute of Science Bangalore,1,3
1194,Ahmad Faheem,Indian Institute of Science Bangalore,1,3
1195,Ahmad Nazeer,Indian Institute of Science Bangalore,1,3
1196,Ahmad Syed Shahjahan,Indian Institute of Science Bangalore,1,3
1197,Vikram Raja Jothi,Indian Institute of Science Bangalore,1,3
1198,Vinay Kumar B R,Indian Institute of Science Bangalore,1,3
1199,Vinayak R,Indian Institute of Science Bangalore,1,3
1200,Vineeth Kumar V,Indian Institute of Science Bangalore,1,3
1201,Vinod V,Indian Institute of Science Bangalore,1,3
1202,Vishnu Prasad C,PES University,1,3
1203,Vishnu V S,Indian Institute of Science Bangalore,1,3
1204,Vishnubhotla Vaishnavi,Indian Institute of Science Bangalore,1,3
1205,Viswanath Sanjay,Indian Institute of Science Bangalore,1,3
1206,Vivek Bhandarkar V N,Dayananda Sagar College of Engineering,1,3
1207,Vivek R S,Indian Institute of Science Bangalore,1,3
1208,Vivek V P,Indian Institute of Science Bangalore,1,3
1209,Vivekanand S Gogi,R V College of Engineering,1,3
1210,Vrind Tushar,International Institute of Information Technology Bangalore,1,3
1211,Vutukuri Srianish,Indian Institute of Science Bangalore,1,3
1212,Wayal Vaishali,Indian Institute of Science Bangalore,1,3
